set_code,name,subtitle,variant,card_number,aspect,arena,card_type,rarity
SEC,Clandestine Connections,,Standard Foil,,,,,
SEC,Colonel Yularen,This Is Why We Plan,Showcase,,,,,
SEC,Colonel Yularen,This Is Why We Plan,Hyperspace,,,,,
SEC,Colonel Yularen,This Is Why We Plan,Standard,,,,,
SEC,Condemn,,Hyperspace,,,,,
SEC,Condemn,,Standard Foil,,,,,
SEC,Condemn,,Hyperspace Foil,,,,,
SEC,Condemn,,Standard,,,,,
SEC,Confidence in Victory,,Hyperspace,,,,,
SEC,Confidence in Victory,,Standard Foil,,,,,
SEC,Confidence in Victory,,Hyperspace Foil,,,,,
SEC,Confidence in Victory,,Standard,,,,,
SEC,Congress of Malastare,,Hyperspace Foil,,,,,
SEC,Congress of Malastare,,Hyperspace,,,,,
SEC,Congress of Malastare,,Standard,,,,,
SEC,Congress of Malastare,,Standard Foil,,,,,
SEC,Consular's Cruiser,,Hyperspace Foil,,,,,
SEC,Consular's Cruiser,,Standard,,,,,
SEC,Consular's Cruiser,,Standard Foil,,,,,
SEC,Consular's Cruiser,,Hyperspace,,,,,
SEC,Contempt for Culture,,Standard,,,,,
SEC,Contempt for Culture,,Hyperspace Foil,,,,,
SEC,Contempt for Culture,,Standard Foil,,,,,
SEC,Contempt for Culture,,Hyperspace,,,,,
SEC,Contraband Starhopper,,Hyperspace Foil,,,,,
SEC,Contraband Starhopper,,Hyperspace,,,,,
SEC,Contraband Starhopper,,Standard,,,,,
SEC,Contraband Starhopper,,Standard Foil,,,,,
SEC,Convene the Senate,,Hyperspace,,,,,
SEC,Convene the Senate,,Standard Foil,,,,,
SEC,Convene the Senate,,Standard,,,,,
SEC,Convene the Senate,,Hyperspace Foil,,,,,
SEC,Corellian Hounds,,Standard Foil,,,,,
SEC,Corellian Hounds,,Standard,,,,,
SEC,Corellian Hounds,,Hyperspace Foil,,,,,
SEC,Corellian Hounds,,Hyperspace,,,,,
SEC,Coronet,Stately Vessel,Standard Foil,,,,,
SEC,Coronet,Stately Vessel,Hyperspace,,,,,
SEC,Coronet,Stately Vessel,Standard,,,,,
SEC,Coronet,Stately Vessel,Hyperspace Foil,,,,,
SEC,Corporate Warmongering,,Standard Foil,,,,,
SEC,Corporate Warmongering,,Hyperspace Foil,,,,,
SEC,Corporate Warmongering,,Standard,,,,,
SEC,Corporate Warmongering,,Hyperspace,,,,,
SEC,Corrupt Politician,,Standard Foil,,,,,
SEC,Corrupt Politician,,Hyperspace Foil,,,,,
SEC,Corrupt Politician,,Hyperspace,,,,,
SEC,Corrupt Politician,,Standard,,,,,
SEC,Coruscant Undercity Police,,Hyperspace Foil,,,,,
SEC,Coruscant Undercity Police,,Standard,,,,,
SEC,Coruscant Undercity Police,,Hyperspace,,,,,
SEC,Coruscant Undercity Police,,Standard Foil,,,,,
SEC,Covert Operative,,Standard Foil,,,,,
SEC,Covert Operative,,Hyperspace,,,,,
SEC,Covert Operative,,Standard,,,,,
SEC,Covert Operative,,Hyperspace Foil,,,,,
SEC,Crait Veteran,,Hyperspace Foil,,,,,
SEC,Crait Veteran,,Standard Foil,,,,,
SEC,Crait Veteran,,Standard,,,,,
SEC,Crait Veteran,,Hyperspace,,,,,
SEC,Creditor's Claim,,Standard Foil,,,,,
SEC,Creditor's Claim,,Standard,,,,,
SEC,Creditor's Claim,,Hyperspace Foil,,,,,
SEC,Creditor's Claim,,Hyperspace,,,,,
SEC,Crosshair,Filled With Doubt,Hyperspace Foil,,,,,
SEC,Crosshair,Filled With Doubt,Standard Foil,,,,,
SEC,Crosshair,Filled With Doubt,Hyperspace,,,,,
SEC,Crosshair,Filled With Doubt,Standard,,,,,
SEC,Crucible,Centuries of Wisdom,Standard Foil,,,,,
SEC,Crucible,Centuries of Wisdom,Hyperspace Foil,,,,,
SEC,Crucible,Centuries of Wisdom,Standard,,,,,
SEC,Crucible,Centuries of Wisdom,Hyperspace,,,,,
SEC,Cruel Commandos,,Hyperspace,,,,,
SEC,Cruel Commandos,,Hyperspace Foil,,,,,
SEC,Cruel Commandos,,Standard,,,,,
SEC,Cruel Commandos,,Standard Foil,,,,,
SEC,Daro Commando,,Hyperspace,,,,,
SEC,Daro Commando,,Hyperspace Foil,,,,,
SEC,Daro Commando,,Standard,,,,,
SEC,Daro Commando,,Standard Foil,,,,,
SEC,Darth Nihilus,Lord of Hunger,Hyperspace Foil,,,,,
SEC,Darth Nihilus,Lord of Hunger,Hyperspace,,,,,
SEC,Darth Nihilus,Lord of Hunger,Standard Foil,,,,,
SEC,Darth Nihilus,Lord of Hunger,Standard,,,,,
SEC,Darth Sion,Lord of Pain,Standard,,,,,
SEC,Darth Sion,Lord of Pain,Standard Foil,,,,,
SEC,Darth Sion,Lord of Pain,Hyperspace Foil,,,,,
SEC,Darth Sion,Lord of Pain,Hyperspace,,,,,
SEC,Darth Traya,Lord of Betrayal,Standard Foil,,,,,
SEC,Darth Traya,Lord of Betrayal,Hyperspace,,,,,
SEC,Darth Traya,Lord of Betrayal,Standard,,,,,
SEC,Darth Traya,Lord of Betrayal,Hyperspace Foil,,,,,
SEC,Death Trooper,,Hyperspace,,,,,
SEC,Death Trooper,,Hyperspace Foil,,,,,
SEC,Death Trooper,,Standard Foil,,,,,
SEC,Death Trooper,,Standard,,,,,
SEC,Dedra Meero,Not Wasting Time,Standard,,,,,
SEC,Dedra Meero,With Verifiable Data,Standard Prestige,,,,,
SEC,Dedra Meero,With Verifiable Data,Serialized Prestige - Rose Gold,,,,,
SEC,Dedra Meero,With Verifiable Data,Hyperspace Foil,,,,,
SEC,Dedra Meero,With Verifiable Data,Hyperspace,,,,,
SEC,Dedra Meero,Not Wasting Time,Showcase,,,,,
SEC,Dedra Meero,With Verifiable Data,Standard Foil,,,,,
SEC,Dedra Meero,With Verifiable Data,Foil Prestige,,,,,
SEC,Dedra Meero,With Verifiable Data,Standard,,,,,
SEC,Dedra Meero,With Verifiable Data,Serialized Prestige - Yellow Gold,,,,,
SEC,Dedra Meero,Not Wasting Time,Hyperspace,,,,,
SEC,Defense Fleet X-Wing,,Hyperspace Foil,,,,,
SEC,Defense Fleet X-Wing,,Hyperspace,,,,,
SEC,Defense Fleet X-Wing,,Standard,,,,,
SEC,Defense Fleet X-Wing,,Standard Foil,,,,,
SEC,Dhani Pilgrim,,Standard,,,,,
SEC,Dhani Pilgrim,,Hyperspace,,,,,
SEC,Dhani Pilgrim,,Standard Foil,,,,,
SEC,Dhani Pilgrim,,Hyperspace Foil,,,,,
SEC,Diplomatic Envoy,,Standard,,,,,
SEC,Diplomatic Envoy,,Hyperspace,,,,,
SEC,Diplomatic Envoy,,Hyperspace Foil,,,,,
SEC,Diplomatic Envoy,,Standard Foil,,,,,
SEC,Diplomatic Immunity,,Standard Foil,,,,,
SEC,Diplomatic Immunity,,Hyperspace,,,,,
SEC,Diplomatic Immunity,,Standard,,,,,
SEC,Diplomatic Immunity,,Hyperspace Foil,,,,,
SEC,Director Krennic,I Lose Nothing But Time,Serialized Prestige - Rose Gold,,,,,
SEC,Director Krennic,I Lose Nothing But Time,Foil Prestige,,,,,
SEC,Director Krennic,I Lose Nothing But Time,Standard Prestige,,,,,
SEC,Director Krennic,I Lose Nothing But Time,Standard,,,,,
SEC,Director Krennic,I Lose Nothing But Time,Standard Foil,,,,,
SEC,Director Krennic,I Lose Nothing But Time,Serialized Prestige - Yellow Gold,,,,,
SEC,Director Krennic,I Lose Nothing But Time,Hyperspace Foil,,,,,
SEC,Director Krennic,I Lose Nothing But Time,Hyperspace,,,,,
SEC,Disciples' Devotion,,Standard Foil,,,,,
SEC,Disciples' Devotion,,Hyperspace Foil,,,,,
SEC,Disciples' Devotion,,Standard,,,,,
SEC,Disciples' Devotion,,Hyperspace,,,,,
SEC,Dismantle the Conspiracy,,Standard,,,,,
SEC,Dismantle the Conspiracy,,Hyperspace,,,,,
SEC,Dismantle the Conspiracy,,Hyperspace Foil,,,,,
SEC,Dismantle the Conspiracy,,Standard Foil,,,,,
SEC,DJ,Need a Lift?,Hyperspace,,,,,
SEC,DJ,Need a Lift?,Standard,,,,,
SEC,DJ,Need a Lift?,Showcase,,,,,
SEC,Dogmatic Shock Squad,,Standard Foil,,,,,
SEC,Dogmatic Shock Squad,,Hyperspace,,,,,
SEC,Dogmatic Shock Squad,,Standard,,,,,
SEC,Dogmatic Shock Squad,,Hyperspace Foil,,,,,
SEC,Dressellian Commandos,,Standard Foil,,,,,
SEC,Dressellian Commandos,,Hyperspace,,,,,
SEC,Dressellian Commandos,,Hyperspace Foil,,,,,
SEC,Dressellian Commandos,,Standard,,,,,
SEC,Dryden Vos,I Get All Worked Up,Hyperspace Foil,,,,,
SEC,Dryden Vos,I Get All Worked Up,Hyperspace,,,,,
SEC,Dryden Vos,I Get All Worked Up,Standard Prestige,,,,,
SEC,Dryden Vos,I Never Ask Twice,Hyperspace,,,,,
SEC,Dryden Vos,I Never Ask Twice,Standard,,,,,
SEC,Dryden Vos,I Get All Worked Up,Serialized Prestige,,,,,
SEC,Dryden Vos,I Get All Worked Up,Standard,,,,,
SEC,Dryden Vos,I Get All Worked Up,Foil Prestige,,,,,
SEC,Dryden Vos,I Get All Worked Up,Standard Foil,,,,,
SEC,Dryden Vos,I Never Ask Twice,Showcase,,,,,
SEC,Duchess's Investigators,,Standard Foil,,,,,
SEC,Duchess's Investigators,,Hyperspace,,,,,
SEC,Duchess's Investigators,,Hyperspace Foil,,,,,
SEC,Duchess's Investigators,,Standard,,,,,
SEC,Ebon Hawk,Cause and Effect,Standard Foil,,,,,
SEC,Ebon Hawk,Cause and Effect,Hyperspace,,,,,
SEC,Ebon Hawk,Cause and Effect,Standard,,,,,
SEC,Ebon Hawk,Cause and Effect,Hyperspace Foil,,,,,
SEC,Elia Kane,False Convert,Hyperspace Foil,,,,,
SEC,Elia Kane,False Convert,Standard Foil,,,,,
SEC,Elia Kane,False Convert,Hyperspace,,,,,
SEC,Elia Kane,False Convert,Standard,,,,,
SEC,Emergency Powers,,Standard,,,,,
SEC,Emergency Powers,,Standard Foil,,,,,
SEC,Emergency Powers,,Hyperspace Foil,,,,,
SEC,Emergency Powers,,Hyperspace,,,,,
SEC,Emissaries from Ryloth,,Standard,,,,,
SEC,Emissaries from Ryloth,,Standard Foil,,,,,
SEC,Emissaries from Ryloth,,Hyperspace Foil,,,,,
SEC,Emissaries from Ryloth,,Hyperspace,,,,,
SEC,Emissary's Sheathipede,,Standard Foil,,,,,
SEC,Emissary's Sheathipede,,Standard,,,,,
SEC,Emissary's Sheathipede,,Hyperspace,,,,,
SEC,Emissary's Sheathipede,,Hyperspace Foil,,,,,
SEC,Enforcer Squadron,,Hyperspace Foil,,,,,
SEC,Enforcer Squadron,,Standard,,,,,
SEC,Enforcer Squadron,,Standard Foil,,,,,
SEC,Enforcer Squadron,,Hyperspace,,,,,
SEC,Escape Pod,,Hyperspace Foil,,,,,
SEC,Escape Pod,,Standard Foil,,,,,
SEC,Escape Pod,,Hyperspace,,,,,
SEC,Escape Pod,,Standard,,,,,
SEC,Evil is Everywhere,,Hyperspace,,,,,
SEC,Evil is Everywhere,,Standard Foil,,,,,
SEC,Evil is Everywhere,,Standard,,,,,
SEC,Evil is Everywhere,,Hyperspace Foil,,,,,
SEC,Exiled from the Force,,Standard Foil,,,,,
SEC,Exiled from the Force,,Standard,,,,,
SEC,Exiled from the Force,,Hyperspace,,,,,
SEC,Exiled from the Force,,Hyperspace Foil,,,,,
SEC,Faith in Your Friends,,Hyperspace Foil,,,,,
SEC,Faith in Your Friends,,Standard Foil,,,,,
SEC,Faith in Your Friends,,Hyperspace,,,,,
SEC,Faith in Your Friends,,Standard,,,,,
SEC,Ferrix Uprising,,Hyperspace Foil,,,,,
SEC,Ferrix Uprising,,Standard Foil,,,,,
SEC,Ferrix Uprising,,Hyperspace,,,,,
SEC,Ferrix Uprising,,Standard,,,,,
SEC,Figure of Unity,,Hyperspace Foil,,,,,
SEC,Figure of Unity,,Standard,,,,,
SEC,Figure of Unity,,Hyperspace,,,,,
SEC,Figure of Unity,,Standard Foil,,,,,
SEC,First Light,Threatening Elegance,Foil Prestige,,,,,
SEC,First Light,Threatening Elegance,Standard,,,,,
SEC,First Light,Threatening Elegance,Standard Foil,,,,,
SEC,First Light,Threatening Elegance,Serialized Prestige,,,,,
SEC,First Light,Threatening Elegance,Standard Prestige,,,,,
SEC,First Light,Threatening Elegance,Hyperspace Foil,,,,,
SEC,First Light,Threatening Elegance,Hyperspace,,,,,
SEC,FN Trooper Corps,,Hyperspace Foil,,,,,
SEC,FN Trooper Corps,,Standard Foil,,,,,
SEC,FN Trooper Corps,,Standard,,,,,
SEC,FN Trooper Corps,,Hyperspace,,,,,
SEC,Fully Armed and Operational,,Standard Foil,,,,,
SEC,Fully Armed and Operational,,Standard,,,,,
SEC,Fully Armed and Operational,,Hyperspace Foil,,,,,
SEC,Fully Armed and Operational,,Hyperspace,,,,,
SEC,Fulminatrix,Fleet Killer,Hyperspace,,,,,
SEC,Fulminatrix,Fleet Killer,Standard,,,,,
SEC,Fulminatrix,Fleet Killer,Standard Foil,,,,,
SEC,Fulminatrix,Fleet Killer,Hyperspace Foil,,,,,
SEC,Furtive Handmaiden,,Standard Foil,,,,,
SEC,Furtive Handmaiden,,Standard,,,,,
SEC,Furtive Handmaiden,,Hyperspace Foil,,,,,
SEC,Furtive Handmaiden,,Hyperspace,,,,,
SEC,Galen Erso,You'll Never Win,Hyperspace Foil,,,,,
SEC,Galen Erso,You'll Never Win,Hyperspace,,,,,
SEC,Galen Erso,You'll Never Win,Standard,,,,,
SEC,Galen Erso,You'll Never Win,Standard Foil,,,,,
SEC,Garindan,Information Broker,Standard Prestige,,,,,
SEC,Garindan,Information Broker,Standard,,,,,
SEC,Garindan,Information Broker,Hyperspace,,,,,
SEC,Garindan,Information Broker,Foil Prestige,,,,,
SEC,Garindan,Information Broker,Hyperspace Foil,,,,,
SEC,Garindan,Information Broker,Standard Foil,,,,,
SEC,Garindan,Information Broker,Serialized Prestige,,,,,
SEC,General Grievous,Scuttling to Safety,Standard Foil,,,,,
SEC,General Grievous,Scuttling to Safety,Serialized Prestige - Yellow Gold,,,,,
SEC,General Grievous,Scuttling to Safety,Standard,,,,,
SEC,General Grievous,Scuttling to Safety,Foil Prestige,,,,,
SEC,General Grievous,Scuttling to Safety,Serialized Prestige - Rose Gold,,,,,
SEC,General Grievous,Scuttling to Safety,Hyperspace Foil,,,,,
SEC,General Grievous,Scuttling to Safety,Standard Prestige,,,,,
SEC,General Grievous,Scuttling to Safety,Hyperspace,,,,,
SEC,GNK Power Droid,,Standard Foil,,,,,
SEC,GNK Power Droid,,Hyperspace,,,,,
SEC,GNK Power Droid,,Hyperspace Foil,,,,,
SEC,GNK Power Droid,,Standard,,,,,
SEC,Governor Pryce,Tyrant of Lothal,Showcase,,,,,
SEC,Governor Pryce,Tyrant of Lothal,Hyperspace,,,,,
SEC,Governor Pryce,Tyrant of Lothal,Standard,,,,,
SEC,Grand Admiral Thrawn,Grand Schemer,Standard Prestige,,,,,
SEC,Grand Admiral Thrawn,Grand Schemer,Serialized Prestige - Yellow Gold,,,,,
SEC,Grand Admiral Thrawn,Grand Schemer,Hyperspace Foil,,,,,
SEC,Grand Admiral Thrawn,Grand Schemer,Foil Prestige,,,,,
SEC,Grand Admiral Thrawn,Grand Schemer,Serialized Prestige - Rose Gold,,,,,
SEC,Grand Admiral Thrawn,Grand Schemer,Standard,,,,,
SEC,Grand Admiral Thrawn,Grand Schemer,Standard Foil,,,,,
SEC,Grand Admiral Thrawn,Grand Schemer,Hyperspace,,,,,
SEC,Grand Moff Tarkin,Taking Krennic's Achievement,Serialized Prestige - Rose Gold,,,,,
SEC,Grand Moff Tarkin,Taking Krennic's Achievement,Standard Prestige,,,,,
SEC,Grand Moff Tarkin,Taking Krennic's Achievement,Hyperspace,,,,,
SEC,Grand Moff Tarkin,Taking Krennic's Achievement,Standard Foil,,,,,
SEC,Grand Moff Tarkin,Taking Krennic's Achievement,Hyperspace Foil,,,,,
SEC,Grand Moff Tarkin,Taking Krennic's Achievement,Serialized Prestige - Yellow Gold,,,,,
SEC,Grand Moff Tarkin,Taking Krennic's Achievement,Foil Prestige,,,,,
SEC,Grand Moff Tarkin,Taking Krennic's Achievement,Standard,,,,,
SEC,Grassroots Resistance,,Hyperspace,,,,,
SEC,Grassroots Resistance,,Standard Foil,,,,,
SEC,Grassroots Resistance,,Hyperspace Foil,,,,,
SEC,Grassroots Resistance,,Standard,,,,,
SEC,Heroic ARC-170,,Standard Foil,,,,,
SEC,Heroic ARC-170,,Standard,,,,,
SEC,Heroic ARC-170,,Hyperspace,,,,,
SEC,Heroic ARC-170,,Hyperspace Foil,,,,,
SEC,High Command Councilor,,Standard,,,,,
SEC,High Command Councilor,,Hyperspace,,,,,
SEC,High Command Councilor,,Hyperspace Foil,,,,,
SEC,High Command Councilor,,Standard Foil,,,,,
SEC,Hired Slicer,,Standard Foil,,,,,
SEC,Hired Slicer,,Hyperspace Foil,,,,,
SEC,Hired Slicer,,Hyperspace,,,,,
SEC,Hired Slicer,,Standard,,,,,
SEC,Hondo Ohnaka,You Better Hurry,Hyperspace,,,,,
SEC,Hondo Ohnaka,You Better Hurry,Hyperspace Foil,,,,,
SEC,Hondo Ohnaka,You Better Hurry,Standard,,,,,
SEC,Hondo Ohnaka,You Better Hurry,Standard Foil,,,,,
SEC,Hunter,Extraordinary Tracker,Hyperspace,,,,,
SEC,Hunter,Extraordinary Tracker,Hyperspace Foil,,,,,
SEC,Hunter,Extraordinary Tracker,Standard,,,,,
SEC,Hunter,Extraordinary Tracker,Standard Foil,,,,,
SEC,Hunting Assassin Droid,,Standard,,,,,
SEC,Hunting Assassin Droid,,Hyperspace,,,,,
SEC,Hunting Assassin Droid,,Hyperspace Foil,,,,,
SEC,Hunting Assassin Droid,,Standard Foil,,,,,
SEC,Hutt Cartel Starfighter,,Standard Foil,,,,,
SEC,Hutt Cartel Starfighter,,Hyperspace,,,,,
SEC,Hutt Cartel Starfighter,,Standard,,,,,
SEC,Hutt Cartel Starfighter,,Hyperspace Foil,,,,,
SEC,Hyperspace Disaster,,Hyperspace,,,,,
SEC,Hyperspace Disaster,,Hyperspace Foil,,,,,
SEC,Hyperspace Disaster,,Standard Foil,,,,,
SEC,Hyperspace Disaster,,Standard,,,,,
SEC,I Am the Senate,,Standard Foil,,,,,
SEC,I Am the Senate,,Hyperspace,,,,,
SEC,I Am the Senate,,Hyperspace Foil,,,,,
SEC,I Am the Senate,,Standard,,,,,
SEC,Imperial Dark Trooper,,Standard,,,,,
SEC,Imperial Dark Trooper,,Hyperspace,,,,,
SEC,Imperial Dark Trooper,,Hyperspace Foil,,,,,
SEC,Imperial Dark Trooper,,Standard Foil,,,,,
SEC,Imperial Occupier,,Hyperspace Foil,,,,,
SEC,Imperial Occupier,,Standard Foil,,,,,
SEC,Imperial Occupier,,Standard,,,,,
SEC,Imperial Occupier,,Hyperspace,,,,,
SEC,Imperial Prison Complex,,Standard,,,,,
SEC,Imperial Prison Complex,,Hyperspace,,,,,
SEC,Implicate,,Hyperspace,,,,,
SEC,Implicate,,Standard Foil,,,,,
SEC,Implicate,,Hyperspace Foil,,,,,
SEC,Implicate,,Standard,,,,,
SEC,Inner Rim Coalition,,Hyperspace Foil,,,,,
SEC,Inner Rim Coalition,,Standard,,,,,
SEC,Inner Rim Coalition,,Standard Foil,,,,,
SEC,Inner Rim Coalition,,Hyperspace,,,,,
SEC,Inspector's Shuttle,,Hyperspace Foil,,,,,
SEC,Inspector's Shuttle,,Standard,,,,,
SEC,Inspector's Shuttle,,Hyperspace,,,,,
SEC,Inspector's Shuttle,,Standard Foil,,,,,
SEC,Inspiring Senator,,Hyperspace Foil,,,,,
SEC,Inspiring Senator,,Standard Foil,,,,,
SEC,Inspiring Senator,,Standard,,,,,
SEC,Inspiring Senator,,Hyperspace,,,,,
SEC,ISB Agent,,Hyperspace,,,,,
SEC,ISB Agent,,Standard Foil,,,,,
SEC,ISB Agent,,Standard,,,,,
SEC,ISB Agent,,Hyperspace Foil,,,,,
SEC,ISB Shuttle,,Hyperspace,,,,,
SEC,ISB Shuttle,,Hyperspace Foil,,,,,
SEC,ISB Shuttle,,Standard,,,,,
SEC,ISB Shuttle,,Standard Foil,,,,,
SEC,It's Not Over Yet,,Standard Foil,,,,,
SEC,It's Not Over Yet,,Hyperspace,,,,,
SEC,It's Not Over Yet,,Standard,,,,,
SEC,It's Not Over Yet,,Hyperspace Foil,,,,,
SEC,Jabba the Hutt,Wonderful Human Being,Hyperspace,,,,,
SEC,Jabba the Hutt,Wonderful Human Being,Showcase,,,,,
SEC,Jabba the Hutt,Wonderful Human Being,Standard,,,,,
SEC,Jade Squadron Patrol,,Hyperspace Foil,,,,,
SEC,Jade Squadron Patrol,,Hyperspace,,,,,
SEC,Jade Squadron Patrol,,Standard Foil,,,,,
SEC,Jade Squadron Patrol,,Standard,,,,,
SEC,Jar Jar Binks,Mesa Propose…,Serialized Prestige - Yellow Gold,,,,,
SEC,Jar Jar Binks,Mesa Propose…,Hyperspace,,,,,
SEC,Jar Jar Binks,Mesa Propose…,Standard Foil,,,,,
SEC,Jar Jar Binks,Mesa Propose…,Hyperspace Foil,,,,,
SEC,Jar Jar Binks,Mesa Propose…,Foil Prestige,,,,,
SEC,Jar Jar Binks,Mesa Propose…,Standard,,,,,
SEC,Jar Jar Binks,Mesa Propose…,Serialized Prestige - Rose Gold,,,,,
SEC,Jar Jar Binks,Mesa Propose…,Standard Prestige,,,,,
SEC,Junior Senator,,Standard,,,,,
SEC,Junior Senator,,Hyperspace Foil,,,,,
SEC,Junior Senator,,Standard Foil,,,,,
SEC,Junior Senator,,Hyperspace,,,,,
SEC,Karis Nemik,Freedom is a Pure Idea,Standard Foil,,,,,
SEC,Karis Nemik,Freedom is a Pure Idea,Hyperspace,,,,,
SEC,Karis Nemik,Freedom is a Pure Idea,Foil Prestige,,,,,
SEC,Karis Nemik,Freedom is a Pure Idea,Standard,,,,,
SEC,Karis Nemik,Freedom is a Pure Idea,Hyperspace Foil,,,,,
SEC,Karis Nemik,Freedom is a Pure Idea,Standard Prestige,,,,,
SEC,Karis Nemik,Freedom is a Pure Idea,Serialized Prestige,,,,,
SEC,Kaydel Connix,For Our Survival,Hyperspace Foil,,,,,
SEC,Kaydel Connix,For Our Survival,Standard Foil,,,,,
SEC,Kaydel Connix,For Our Survival,Hyperspace,,,,,
SEC,Kaydel Connix,For Our Survival,Standard,,,,,
SEC,Kazuda Xiono,I'm Not A Spy,Hyperspace Foil,,,,,
SEC,Kazuda Xiono,I'm Not A Spy,Standard Foil,,,,,
SEC,Kazuda Xiono,I'm Not A Spy,Hyperspace,,,,,
SEC,Kazuda Xiono,I'm Not A Spy,Standard,,,,,
SEC,Kino Loy,You Answer to Me,Foil Prestige,,,,,
SEC,Kino Loy,You Answer to Me,Hyperspace Foil,,,,,
SEC,Kino Loy,You Answer to Me,Standard,,,,,
SEC,Kino Loy,You Answer to Me,Hyperspace,,,,,
SEC,Kino Loy,You Answer to Me,Standard Prestige,,,,,
SEC,Kino Loy,You Answer to Me,Standard Foil,,,,,
SEC,Kino Loy,You Answer to Me,Serialized Prestige,,,,,
SEC,Knowledge and Defense,,Standard Foil,,,,,
SEC,Knowledge and Defense,,Hyperspace Foil,,,,,
SEC,Knowledge and Defense,,Hyperspace,,,,,
SEC,Knowledge and Defense,,Standard,,,,,
SEC,Kreia's Whispers,,Hyperspace,,,,,
SEC,Kreia's Whispers,,Hyperspace Foil,,,,,
SEC,Kreia's Whispers,,Standard,,,,,
SEC,Kreia's Whispers,,Standard Foil,,,,,
SEC,Kylo Ren's Command Shuttle,Icon of Authority,Hyperspace,,,,,
SEC,Kylo Ren's Command Shuttle,Icon of Authority,Hyperspace Foil,,,,,
SEC,Kylo Ren's Command Shuttle,Icon of Authority,Standard Foil,,,,,
SEC,Kylo Ren's Command Shuttle,Icon of Authority,Standard,,,,,
SEC,Lama Su,We Modified Their Genetics,Hyperspace,,,,,
SEC,Lama Su,We Modified Their Genetics,Standard,,,,,
SEC,Lama Su,We Modified Their Genetics,Showcase,,,,,
SEC,Lando Calrissian,Trust Me,Hyperspace,,,,,
SEC,Lando Calrissian,Trust Me,Serialized Prestige - Yellow Gold,,,,,
SEC,Lando Calrissian,Trust Me,Foil Prestige,,,,,
SEC,Lando Calrissian,Trust Me,Standard Foil,,,,,
SEC,Lando Calrissian,Trust Me,Hyperspace Foil,,,,,
SEC,Lando Calrissian,Trust Me,Serialized Prestige - Rose Gold,,,,,
SEC,Lando Calrissian,Trust Me,Standard,,,,,
SEC,Lando Calrissian,Trust Me,Standard Prestige,,,,,
SEC,Leia Organa,Of A Secret Bloodline,Standard,,,,,
SEC,Leia Organa,Of A Secret Bloodline,Showcase,,,,,
SEC,Leia Organa,Of A Secret Bloodline,Hyperspace,,,,,
SEC,Let's Call It War,,Hyperspace Foil,,,,,
SEC,Let's Call It War,,Standard Foil,,,,,
SEC,Let's Call It War,,Standard,,,,,
SEC,Let's Call It War,,Hyperspace,,,,,
SEC,Let's Talk,,Hyperspace,,,,,
SEC,Let's Talk,,Standard Foil,,,,,
SEC,Let's Talk,,Hyperspace Foil,,,,,
SEC,Let's Talk,,Standard,,,,,
SEC,Libertine,Under New Ownership,Hyperspace Foil,,,,,
SEC,Libertine,Under New Ownership,Standard Prestige,,,,,
SEC,Libertine,Under New Ownership,Standard Foil,,,,,
SEC,Libertine,Under New Ownership,Hyperspace,,,,,
SEC,Libertine,Under New Ownership,Serialized Prestige,,,,,
SEC,Libertine,Under New Ownership,Standard,,,,,
SEC,Libertine,Under New Ownership,Foil Prestige,,,,,
SEC,Lightmaker,I Have An Idea,Standard Prestige,,,,,
SEC,Lightmaker,I Have An Idea,Standard,,,,,
SEC,Lightmaker,I Have An Idea,Hyperspace Foil,,,,,
SEC,Lightmaker,I Have An Idea,Hyperspace,,,,,
SEC,Lightmaker,I Have An Idea,Standard Foil,,,,,
SEC,Lightmaker,I Have An Idea,Foil Prestige,,,,,
SEC,Lightmaker,I Have An Idea,Serialized Prestige,,,,,
SEC,Loan Shark,,Standard,,,,,
SEC,Loan Shark,,Standard Foil,,,,,
SEC,Loan Shark,,Hyperspace,,,,,
SEC,Loan Shark,,Hyperspace Foil,,,,,
SEC,Lobot,Cloud City Coordinator,Hyperspace Foil,,,,,
SEC,Lobot,Cloud City Coordinator,Standard,,,,,
SEC,Lobot,Cloud City Coordinator,Hyperspace,,,,,
SEC,Lobot,Cloud City Coordinator,Standard Foil,,,,,
SEC,Lost Jedi,,Hyperspace Foil,,,,,
SEC,Lost Jedi,,Standard Foil,,,,,
SEC,Lost Jedi,,Hyperspace,,,,,
SEC,Lost Jedi,,Standard,,,,,
SEC,Lurking Snub Fighter,,Hyperspace,,,,,
SEC,Lurking Snub Fighter,,Standard,,,,,
SEC,Lurking Snub Fighter,,Standard Foil,,,,,
SEC,Lurking Snub Fighter,,Hyperspace Foil,,,,,
SEC,Luthen Rael,Don't You Want to Fight For Real?,Standard,,,,,
SEC,Luthen Rael,Don't You Want to Fight For Real?,Hyperspace,,,,,
SEC,Luthen Rael,Don't You Want to Fight For Real?,Showcase,,,,,
SEC,Luthen's Haulcraft,Countermeasures Armed,Foil Prestige,,,,,
SEC,Luthen's Haulcraft,Countermeasures Armed,Serialized Prestige,,,,,
SEC,Luthen's Haulcraft,Countermeasures Armed,Hyperspace Foil,,,,,
SEC,Luthen's Haulcraft,Countermeasures Armed,Standard,,,,,
SEC,Luthen's Haulcraft,Countermeasures Armed,Standard Foil,,,,,
SEC,Luthen's Haulcraft,Countermeasures Armed,Standard Prestige,,,,,
